0.420758893,,0.336561988,,0.378507326,,-0.042251567,,
0.277777778,,0.093434343,,0.333333333,,0.055555555,,0.055555555
0.404463247,,0.282032887,,0.45331918,,0.048855933,,0.048855933
0.08107565,,0.015853445,,0.080170405,,-0.000905245,,
0.517378403,,0.310828534,,0.517916375,,0.000537972,,0.000537972
0.325892857,,0.155208333,,0.448937908,,0.123045051,,0.123045051
0.582037037,,0.277316017,,0.544337607,,-0.03769943,,
0.432170543,,0.377777778,,0.284722222,,-0.147448321,,
0.438301151,,0.233943865,,0.471197552,,0.032896401,,0.032896401
0.289835,,0.086209258,,0.299688391,,0.009853391,,0.009853391
0.289473684,,0.203525641,,0.25625,,-0.033223684,,
0.425,,0.089903846,,0.447916667,,0.022916667,,0.022916667
0,,0,,0,,0,,
0.285829509,,0.148727317,,0.375141749,,0.08931224,,0.08931224
0.262407882,,0.101702414,,0.200887399,,-0.061520483,,
0.043518519,,0.006430041,,0.036661525,,-0.006856994,,
0.406485246,,0.400732601,,0.314831002,,-0.091654244,,
0.155512205,,0.099976657,,0.136904762,,-0.018607443,,
0.17912861,,0.118278812,,0.239860381,,0.060731771,,0.060731771
0.069847563,,0.154761905,,0.068773466,,-0.001074097,,
0.017382997,,0.009090909,,0.037296037,,0.01991304,,0.01991304
0,,0,,0.025,,0.025,,0.025
0.466666667,,0.134099617,,0.528571429,,0.061904762,,0.061904762
0.152005438,,0.082509296,,0.153453806,,0.001448368,,0.001448368
0.399692534,,0.230257231,,0.391716956,,-0.007975578,,
0.341068868,,0.222256986,,0.342111939,,0.001043071,,0.001043071
0.013672715,,0.011036789,,0.003252663,,-0.010420052,,
0.333333333,,0.0125,,0.4,,0.066666667,,0.066666667
0,,0.00462963,,0.00617284,,0.00617284,,0.00617284
0.038436719,,0.024801587,,0.027907685,,-0.010529034,,
0.095178307,,0.01449792,,0.136243221,,0.041064914,,0.041064914
0.38973519,,0.289430199,,0.352682728,,-0.037052462,,
0.107616323,,0.063307494,,0.080618164,,-0.026998159,,
0.190274752,,0.03318651,,0.173539945,,-0.016734807,,
0.385228158,,0.175139408,,0.471020477,,0.085792319,,0.085792319
0.38563568,,0.261757071,,0.387091919,,0.001456239,,0.001456239
0.151679189,,0.019187715,,0.250577689,,0.0988985,,0.0988985
0.538495462,,0.251016052,,0.54344227,,0.004946808,,0.004946808
0.314611823,,0.212,,0.285320513,,-0.02929131,,
0.307659672,,0.320625114,,0.166062136,,-0.141597536,,
0.046640697,,0.053099811,,0.052140428,,0.005499731,,0.005499731
0.009883721,,0.016666667,,0.008088235,,-0.001795486,,
0,,0,,0,,0,,
0.222222222,,0.042222222,,0.237536657,,0.015314435,,0.015314435
0.177909679,,0.16141554,,0.169851571,,-0.008058108,,
0.113892839,,0.045719096,,0.113318046,,-0.000574793,,
0.254141528,,0.187040441,,0.247420243,,-0.006721285,,
0,,0,,0.003584229,,0.003584229,,0.003584229
0.016142965,,0.018195896,,0.026510721,,0.010367756,,0.010367756
0.18702381,,0.122368421,,0.213784585,,0.026760775,,0.026760775
0.036363636,,0.014398645,,0.041121922,,0.004758286,,0.004758286
0.037701188,,0.054733728,,0.031307821,,-0.006393367,,
0.137540956,,0.065250545,,0.121108466,,-0.01643249,,
0.191062795,,0.085032885,,0.207202981,,0.016140186,,0.016140186
0.039111969,,0.00141844,,0.065479054,,0.026367085,,0.026367085
0.092032313,,0.036210241,,0.044740453,,-0.04729186,,
