0.166285714,,0.05248538,,0.250099206,,0.083813492,,0.083813492
0.0234375,,0.0078125,,0.043629227,,0.020191727,,0.020191727
0.087367019,,0.03612215,,0.11064651,,0.023279491,,0.023279491
0.536111111,,0.533333333,,0.395502646,,-0.140608465,,
0,,0,,0,,0,,
0.167810977,,0.079621212,,0.208982684,,0.041171707,,0.041171707
0.312211611,,0.302878489,,0.267345974,,-0.044865637,,
0.5,,0.333333333,,0.5,,0,,
0.352380952,,0.349206349,,0.349206349,,-0.003174603,,
0.061587302,,0.023913043,,0.089272031,,0.027684729,,0.027684729
0.023316913,,0,,0.021921922,,-0.001394991,,
0.110267888,,0.026948413,,0.123683308,,0.01341542,,0.01341542
0.155963542,,0.056871855,,0.175632792,,0.01966925,,0.01966925
0.128691536,,0.06096781,,0.132845691,,0.004154155,,0.004154155
0.112454162,,0.025639043,,0.124827164,,0.012373002,,0.012373002
0.020955655,,0.006761038,,0.030163497,,0.009207842,,0.009207842
0.303005741,,0.189930556,,0.334137905,,0.031132164,,0.031132164
0.12948087,,0.038605442,,0.19021403,,0.06073316,,0.06073316
0.361940834,,0.06493845,,0.423873191,,0.061932357,,0.061932357
0.147192869,,0.056266558,,0.173657102,,0.026464233,,0.026464233
0.385694351,,0.180185721,,0.401775662,,0.016081311,,0.016081311
0.231294759,,0.048233694,,0.205190979,,-0.02610378,,
0.309294077,,0.147061322,,0.229261708,,-0.080032369,,
0.096026941,,0.011085993,,0.222769897,,0.126742956,,0.126742956
0.02863632,,0.017895216,,0.030547252,,0.001910932,,0.001910932
0.308477586,,0.188162853,,0.2761886,,-0.032288986,,
0.150941558,,0.055539288,,0.185941599,,0.035000041,,0.035000041
0.167328042,,0.011297011,,0.265676372,,0.09834833,,0.09834833
0.320603008,,0.272992307,,0.25,,-0.070603008,,
0.238734621,,0.112061404,,0.222495582,,-0.016239039,,
0.323809524,,0.139832621,,0.300877193,,-0.022932331,,
0.473989262,,0.305732839,,0.478416149,,0.004426887,,0.004426887
0.119607843,,0.009251472,,0.163690476,,0.044082633,,0.044082633
0.076012725,,0.020501208,,0.051349206,,-0.024663519,,
0.230110962,,0.118863327,,0.177970189,,-0.052140773,,
0.061728395,,0.014472456,,0.111111111,,0.049382716,,0.049382716
0.473846237,,0.353131839,,0.440462542,,-0.033383695,,
